date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:04	253624/253624	---M-Z	200	added ('OK')	text/html	etag:W/%223deb8-b1pQly/GMSBpJ4GQdatk6SOlqhQ%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=7	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A93a7.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5)
17:12:09	183580/183580	---M-Z	200	added ('OK')	text/html	etag:W/%222cd1c-78hFGQDa8Xt9IY5ZdTv9oAvhKYg%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Ad214.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5)
17:12:13	254213/254213	---M-Z	200	added ('OK')	text/html	etag:W/%223e105-tM0yh4HCM6VabNJIkubM3nFe4YI%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=2	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A7152.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:13	308/308	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:14%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=3	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.316dbd.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:18	308/308	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:19%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=4	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.33bbc8.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:18	253514/253514	---M-Z	200	added ('OK')	text/html	etag:W/%223de4a-/pKPczQPnrSFQaW0t1D+H7NKbYs%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=3	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A6dbd.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:22	308/308	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:24%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.3518d2.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:22	251809/251809	---M-Z	200	added ('OK')	text/html	etag:W/%223d7a1-x3OYj4LKkyo0sgy7VSPm5dhRF9Q%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=4	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Abbc8.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:27	191831/191831	---M-Z	200	added ('OK')	text/html	etag:W/%222ed57-6u0itlHQFvXQrpeF8gTlDPiUwE4%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4&page=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A18d2.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=4)
17:12:32	173090/173090	---M-Z	200	added ('OK')	text/html	etag:W/%222a422-wmHtnxybUDP7J2P/FmCAnvWJ2SY%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=3&page=2	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Ad2cf.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=3)
17:12:36	173088/173088	---M-Z	200	added ('OK')	text/html	etag:W/%222a420-MVSMDy4eG0Yj/9hnwtLNbZJPiuk%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=2&page=2	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Adebe.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=2)
17:12:41	173088/173088	---M-Z	200	added ('OK')	text/html	etag:W/%222a420-TeW//TTN/X7+3ho/ZiP0B6WbmD8%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=1&page=2	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Ac9f0.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=1)
17:12:41	296/296	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:42%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=9	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.3a0b08.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=3)
17:12:46	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:47%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=10	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.3c1448.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=4)
17:12:46	257972/257972	---M-Z	200	added ('OK')	text/html	etag:W/%223efb4-+MxpnYLbQfCuoe6pDnI4JnPGVMs%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=9	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A0b08.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=3)
17:12:50	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:52%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=11	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.3e1c8b.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=5)
17:12:51	254674/254674	---M-Z	200	added ('OK')	text/html	etag:W/%223e2d2-nWOfI+GSuDCwtvKMfSBNYVw5yLM%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=10	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A1448.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=4)
17:12:56	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:12:57%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=12	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.40ce37.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=6)
17:12:56	253913/253913	---M-Z	200	added ('OK')	text/html	etag:W/%223dfd9-huNtZ424v9pcFfALz42ZuhC52Rw%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=11	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A1c8b.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=5)
17:13:01	257136/257136	---M-Z	200	added ('OK')	text/html	etag:W/%223ec70-NYNOHjgj0JJ6flufN/3MsI3KbxQ%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=12	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Ace37.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=6)
17:13:01	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:02%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=13	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.428c93.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=7)
17:13:05	254932/254932	---M-Z	200	added ('OK')	text/html	etag:W/%223e3d4-5i0uG5F/d/kQT91FjGi+JriE/AQ%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=13	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A8c93.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=7)
17:13:10	249448/249448	---M-Z	200	added ('OK')	text/html	etag:W/%223ce68-btM1PP0lb8uDzYzin4W8mNApZho%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=41	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A6c2f.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:10	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:11%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=37	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.45f497.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:14	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:16%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=38	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.47763c.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:15	251255/251255	---M-Z	200	added ('OK')	text/html	etag:W/%223d577-8emFS95UvsFhtahaPvGl9lk5nzc%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=37	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Af497.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:19	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:20%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=39	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.498b08.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:19	254161/254161	---M-Z	200	added ('OK')	text/html	etag:W/%223e0d1-MJvmDTElo/dVFP1GII1jpcsSOfI%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=38	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A763c.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:24	251139/251139	---M-Z	200	added ('OK')	text/html	etag:W/%223d503-jtiV4JbBDEslBgoNulhzBYur7nk%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=39	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A8b08.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:24	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:25%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=40	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.4bce8a.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:29	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:31%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=14	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.4da7f1.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=8)
17:13:30	249594/249594	---M-Z	200	added ('OK')	text/html	etag:W/%223cefa-TvN0nyPBBtjF92DcwER47BSd++g%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=40	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Ace8a.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=42)
17:13:34	308/308	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:35%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=8&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.4ff1c4.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=2)
17:13:34	252969/252969	---M-Z	200	added ('OK')	text/html	etag:W/%223dc29-pk4sW4Ehu7WSEPba93YXy1mwRHg%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=14	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Aa7f1.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=8)
17:13:39	258685/258685	---M-Z	200	added ('OK')	text/html	etag:W/%223f27d-LUtaR1hpLnIgeBevOfqwmJtYs6E%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=8&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Af1c4.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=2)
17:13:39	308/308	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:40%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=9&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.516874.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=3)
17:13:46	257197/257197	---M-Z	200	added ('OK')	text/html	etag:W/%223ecad-XBeMZj9f/hfU0QjyRyT1zJI0rDA%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=9&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A6874.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=3)
17:13:46	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:47%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=10&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.53f219.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=4)
17:13:51	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:53%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=11&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.553a01.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=5)
17:13:53	257469/257469	---M-Z	200	added ('OK')	text/html	etag:W/%223edbd-uBPNRe9aAovOX4z/wBpEbyxKEMo%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=10&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Af219.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=4)
17:13:57	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:13:58%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=12&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.577148.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=6)
17:13:57	256813/256813	---M-Z	200	added ('OK')	text/html	etag:W/%223eb2d-vEMpMgLXlpnno+X0GS7xl09LKJ8%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=11&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A3a01.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=5)
17:14:03	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:14:05%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=13&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.597bcf.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=7)
17:14:04	255780/255780	---M-Z	200	added ('OK')	text/html	etag:W/%223e724-UwYpiCw9pnfw0nFBZht/dSSvQz8%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=12&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A7148.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=6)
17:14:10	254626/254626	---M-Z	200	added ('OK')	text/html	etag:W/%223e2a2-3AfGqPYpUh+9/IKnXwV5Zo914qI%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=13&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A7bcf.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=7)
17:14:15	251000/251000	---M-Z	200	added ('OK')	text/html	etag:W/%223d478-tHLbak9vHZeZH91QmfopawnQu6o%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=36&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5Aac1a.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37)
17:14:21	174555/174555	---M-Z	200	added ('OK')	text/html	etag:W/%222a9db-qLwYHn7PcoOSXl4euVrkXlLO5eo%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=38&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A037a.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37)
17:14:21	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:14:22%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=32&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.5d9358.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37)
17:14:26	255117/255117	---M-Z	200	added ('OK')	text/html	etag:W/%223e48d-ttP1203OmBm45yOxXOnbbasEwKE%22	https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=32&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A9358.html	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37)
17:14:26	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:14:27%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=33&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.5f8957.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37)
17:14:32	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Dec%202019%2016:14:33%20GMT	http://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?page=34&stars=5	C:/My%20Web%20Sites/c/www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.612d61.delayed	(from https://www.trustedshops.de/bewertung/info_XF83EE0CD9C4D551755AF32C24FA60B5A.html?stars=5&page=37)
